,pdb,associated_sets,numLigands,std(DG),dynamic range,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-all,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-I,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,OFF-conv-II,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,filtered III,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,gaff2,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,cgenff,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e-gap,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,opls3e,openff,openff,openff,openff,openff,openff,openff,openff,openff,openff,openff,openff,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_converged,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,openff_repeatfilter,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,all edges off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged I off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,converged II off-1.2,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch,opls3e-sch
cmet,4R1Y,"['Merck KGaA FEP Benchmarks', 'YANK Benchmarks']",24,1.7,6.2,1.143764405597421,0.6889048731446518,1.522290435581935,0.8604186575480356,0.5689485453202259,1.210833003618829,0.742209452237807,0.5093996403762128,0.9168769502863705,0.8615157875731629,0.7037569868298204,0.9578855123732413,1.0385127359508257,0.7682227323154067,1.2996678493277447,0.823894045589043,0.590987424605375,1.0908690711126707,0.7793649443336176,0.5528296921824492,0.9074732553140856,0.8828164839498738,0.7624136108861695,0.9494733005543448,0.9874711315054863,0.609188545549752,1.331638798254973,0.7096737604696479,0.4585591038744666,0.9974259679359774,0.7272556630118823,0.4463620953954442,0.9132860196049507,0.8527928605540047,0.6762299194776517,0.95314812340947,1.3589797057153472,0.920651629261816,1.8271991783415558,1.066801025671188,0.7730488700460866,1.4306153391698462,0.7662688567554683,0.4899624032248536,0.9330486893622028,0.875367840827768,0.7081443739361671,0.9659834690064565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.806226643523146,1.430737339196475,11.068419386468701,2.5446636044087967,1.1626465483540136,4.87294961113609,0.3715080013367512,0.28340387814023615,0.9102146015370948,0.6095145620383087,0.5364883315130333,0.9550058203853635,1.2892335146470078,0.8066057131694648,1.8434919405847094,0.9598255837388671,0.6514972526017249,1.349496630610003,0.742298288025399,0.4451029891219768,0.9315725475927458,0.8615673438712721,0.6538920023272915,0.9634985593870643,1.2890828263833238,0.8474257420976765,1.7943342451632978,0.9580048961565395,0.6391993469370796,1.3226332284354163,0.7393460608745247,0.45540693161847523,0.9224205126338124,0.8598523482985463,0.6580266131922679,0.9632854043426681,5.806226643523042,1.4140359684169337,9.78710064110991,2.5446636044087607,1.1128698175954816,4.8891882745138915,0.37150800133675665,0.28899578040581037,0.9099332885277114,0.6095145620383131,0.5357470986815361,0.9556292001863633,1.3759611520116126,0.9558784047074071,1.8652334645257782,1.0752925468849446,0.7711103827353938,1.4582360208534704,0.7482619691357428,0.47256610640910934,0.9329780076147776,0.8650213691786711,0.6721665948069584,0.9681669644091766,1.379205537407012,0.9310475423251175,1.859988117893268,1.0823647834224688,0.7603821910010836,1.4689372302413155,0.7493390097645686,0.47792917372109583,0.9276599594687192,0.8656436967740067,0.6736092262698513,0.9655189686454992,,,,,,,,,,,,
mcl1,4HW3,['Schrodinger JACS'],42,1.1,4.2,1.2523811847888613,1.0219623991417175,1.4656786596791729,1.040282912752046,0.8389886588544914,1.247053266607597,0.36110247563972186,0.16883291513384846,0.5496510754548329,0.600918027387864,0.3981473155207814,0.7326422039484567,1.2406310452866824,0.9907255585406858,1.4658834329155226,1.0166490572238878,0.7976183648690439,1.2373089930124064,0.36887855831016997,0.16417285717945385,0.5690981882933844,0.6073537340876156,0.4062163511438003,0.7408629743831758,1.2638802047657374,1.004004509568287,1.5079114271588527,1.0223899683676523,0.7803266600585489,1.2699914092862865,0.3865734658602217,0.176069574176123,0.5792096640985691,0.6217503243748423,0.41425767088002996,0.7705947026186301,1.1303425874952342,0.8989724132462307,1.34463180237335,0.9228820328510077,0.7129534080415486,1.1191955304027756,0.41970056129776806,0.2259805332232759,0.5980247189429835,0.6478430066750495,0.4543616090561528,0.7771506634689332,1.126810037185742,0.8742019605844533,1.3762247894891122,0.8585587726428465,0.637910247203457,1.1043421608773967,0.5897682771284404,0.42331435145415847,0.7399521060538283,0.7679637212319607,0.6441501718989613,0.8573803260893889,1.3579396185377401,1.0656599638541961,1.6470898963352079,1.0904938532149366,0.852567376111731,1.3049608707924343,0.3068597042055523,0.09457564268687434,0.5481134566175349,0.5539491891911676,0.2896306266217195,0.7449164863574916,1.1057630733205983,0.9277835472175381,1.2752231148465745,0.933180750388448,0.7457973091920815,1.1202116579752746,0.3707721886220863,0.18357031539420487,0.5488690991856424,0.6089106573398811,0.43083410625812774,0.7414931822380801,1.1057630733205983,0.9291547187101168,1.284187955788824,0.933180750388448,0.7416558143470084,1.112747289922168,0.3707721886220863,0.1807572990194839,0.5716942886485538,0.6089106573398811,0.41933069791776223,0.7450524649916053,1.2523811847888613,1.0138954054423919,1.4535111544654193,1.040282912752046,0.839196437281281,1.266978180986276,0.36110247563972186,0.1640903810198142,0.5394368312031538,0.600918027387864,0.40611706417114823,0.7532178865438008,1.2406310452866824,0.9967697453831779,1.4715165738069,1.0166490572238878,0.8033232016047395,1.2242068744519217,0.36887855831016997,0.17405531829203277,0.5476862656086565,0.6073537340876156,0.40787519774605313,0.7521830229673451,1.2638802047657374,0.9744334064121614,1.4988450338854895,1.0223899683676523,0.8016283214858292,1.272032634692319,0.3865734658602217,0.18767337125358438,0.5931425942842186,0.6217503243748423,0.4332603951111249,0.7617800831893097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bace,4DJW,,36,0.8,4.0,0.923864093801263,0.7073872862702876,1.1454579697457272,0.7197132546503342,0.5345512039758423,0.9200561181832376,0.40349796292220647,0.08708426116408075,0.682898071182461,0.6352148950726884,0.2970155425452935,0.8372498141544183,0.8458749283232557,0.6540242010416109,1.0123734302204606,0.6707693568984843,0.5051226236121983,0.8345403075786924,0.48677944259904743,0.16153577209585465,0.7266444120529908,0.6976958095037176,0.4151827054366018,0.8576625547069499,0.8773966594602585,0.6657076988752872,1.0640434695484897,0.6925706891167069,0.5127562629678412,0.895022389460107,0.46759329236313457,0.1463702311133021,0.7420497430572306,0.6838079352882172,0.38718647365964043,0.8605065522327544,0.8353222743619553,0.6205981624214818,1.0084226495448767,0.6680718353277459,0.505813974116779,0.8281015091823911,0.5294502385527442,0.21087834448805315,0.766843069867727,0.7276333132510799,0.4450599164676645,0.8739754065942265,0.8915299842192439,0.7216499188962306,1.065126605860807,0.7538137570072796,0.6000740556497905,0.8979550099185902,0.21438379708840763,0.023469946399454766,0.4527553797984197,0.46301597930137106,0.1314311048039583,0.670929098515111,1.01474528223075,0.712848142966215,1.3298739861414177,0.7413332276775696,0.5282539190093934,0.98581071156272,0.3290282113550217,0.0539366361038885,0.6452007835643025,0.5736098075826647,0.21838820993161615,0.8158817101588316,1.0787450148793267,0.8017399925869662,1.3541784976489692,0.8285755214083247,0.6147196426981729,1.087127475873886,0.43148329778569366,0.18288991219483297,0.6820534433068325,0.656873882709378,0.4019793628730945,0.8198080030342529,1.0787450148793267,0.7740499709665735,1.3605002235464767,0.8285755214083247,0.6331907517936552,1.0624916096855364,0.43148329778569366,0.1729776290988747,0.683715662128274,0.656873882709378,0.4230150853029043,0.8259833661018804,0.923864093801263,0.6978437837551535,1.1242617805931496,0.7197132546503342,0.5375174201600994,0.91566617628532,0.40349796292220647,0.07991854757073293,0.6979657120869851,0.6352148950726884,0.3237173815021752,0.8245642989328222,0.8458749283232557,0.6536365268794964,1.0187611168576776,0.6707693568984843,0.5075338681658725,0.8387665904221202,0.48677944259904743,0.15981239453819068,0.7505862860960615,0.6976958095037176,0.39517456506401355,0.8519694693414301,0.8773966594602585,0.6736694713074687,1.0756413127541216,0.6925706891167069,0.5236734416474337,0.8833943691492611,0.46759329236313457,0.1601999879579293,0.7190607021154298,0.6838079352882172,0.40214421499105396,0.8445865660045678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bace_hunt,,,32,1.2,4.9,0.7791220227772325,0.5936846074138562,0.9818025048636742,0.624770425445565,0.47016850006191196,0.7990800642201668,0.5796087573937392,0.2872258588837662,0.8023257554930974,0.7613204038995273,0.5564956508815138,0.898046986116926,0.7974259477853171,0.614397566904643,1.0072081713398342,0.6425542042183965,0.47645448143217106,0.8246317461009235,0.564030275953746,0.28977843104570755,0.7864167581378259,0.7510194910611485,0.5434106400879781,0.8802034726724937,0.7744600407071786,0.5637117909386568,1.0027936856043047,0.6042482347386889,0.43077515834214236,0.7858764148018167,0.5960606365538451,0.28803368326517365,0.8153518003364898,0.7720496334782141,0.5521464844525219,0.9092013243107796,0.77418590535819,0.5642177984311864,1.0075359884165804,0.6039917967115328,0.44682210725790017,0.7917331064822271,0.5965996104097628,0.2928077558822364,0.8098186585024949,0.7723986084980751,0.5408617261883762,0.9105303230334195,0.900785141696367,0.7050571878942656,1.0992225242685545,0.7397733134353965,0.5820373669519757,0.929885967131764,0.47152468608275144,0.2178953385365071,0.7068768852749462,0.6866765512836093,0.4306169648120313,0.84882170533421,1.072817134883113,0.816832845042737,1.3012951025957467,0.8533588616953669,0.6540890019962801,1.0886555057988092,0.4157621752796943,0.0942995387312071,0.6696321824415288,0.6447962277182572,0.33883962516451727,0.8251271949282657,0.6832638866803452,0.5227502490580922,0.8286753681397516,0.5554944795409078,0.41815978230298245,0.6951958846784941,0.6681699756109264,0.4962939340166909,0.825841783928963,0.8174166475004818,0.6867022184968787,0.9051866230809136,0.6832638866803452,0.5501788293180319,0.8299437253614084,0.5554944795409078,0.4180475551950644,0.6972595311428058,0.6681699756109264,0.49204949422494376,0.831595671609779,0.8174166475004818,0.6778298226240214,0.9091627645841863,0.7791220227772325,0.5848559770685668,0.9910310750971892,0.624770425445565,0.4633009497909619,0.7886912967900745,0.5796087573937392,0.26948228474772856,0.7871727426693131,0.7613204038995273,0.5350507773645254,0.8914807889971879,0.7974259477853171,0.5940694644529896,1.0036968530957617,0.6425542042183965,0.4949599117534049,0.8072465105541976,0.564030275953746,0.2803789684791449,0.7784037711514629,0.7510194910611485,0.5435416138357392,0.8796243160095777,0.7744600407071786,0.5735510921910979,0.9916568926339597,0.6042482347386889,0.44330308904138843,0.7781281432694033,0.5960606365538451,0.28320149480272444,0.8221852512882085,0.7720496334782141,0.5340522986819093,0.8956950396446012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bace_p2,,,12,0.3,0.8,0.796480318091437,0.495783378901795,1.0703397707482982,0.6373871331077363,0.3689263809724313,0.9179943510715685,0.34045518271486275,0.0025969610025534055,0.7038264948310119,0.5834853748937182,-0.16535343128125216,0.8497516154584913,0.7963167696528014,0.4894484636185192,1.0467645292947414,0.6365888931206466,0.3664820762803546,0.9176119541132618,0.3440320085801898,0.0016484618480337087,0.7277657804340689,0.586542418398013,-0.10513858379948228,0.8505971056409085,0.7966018424483048,0.48468098311198127,1.040990803595826,0.6367512103601134,0.36801167285946207,0.9150365913212859,0.34410498756672314,0.005262414088917216,0.7352670702618744,0.586604626274566,-0.13253164465974437,0.8561492496493828,0.8048372158087639,0.5060348033151335,1.0719669698826453,0.6435756068427696,0.38863879261916656,0.9203452406756262,0.3438004070259142,0.002428994365180506,0.7246839852718894,0.5863449556582835,-0.10053607624015723,0.8529623796665136,0.6490532963395849,0.2759480936173762,0.9116853762601949,0.4484938859019551,0.21322154984232844,0.7282755591958426,0.18100089998656801,0.0016671427170855658,0.7787577238799399,0.4254420054326652,-0.17850751423599145,0.8525365839741524,0.728102523536933,0.5616619730826824,0.8776723732129992,0.6579666421245361,0.4822314022631104,0.8294672250656814,0.07363343523727883,0.00021506629775275364,0.5280425027082866,0.2713548142880071,-0.2786580381295288,0.7320748081398217,0.4990752724484446,0.3556710748611368,0.6049810487023237,0.428022642870782,0.28297947714328875,0.5775905209574076,0.23584271980686536,0.006192461590327853,0.7523855462838209,0.4856364070030844,-0.07928095094414124,0.855993359166002,0.4990752724484446,0.36146058689703403,0.6221106079123402,0.428022642870782,0.28625179986565413,0.5697178719915875,0.23584271980686536,0.003618306814264942,0.7517727541870531,0.4856364070030844,-0.07560171089126089,0.8621783969528232,0.796480318091437,0.48928343698597626,1.0342301706246135,0.6373871331077363,0.39105338499989556,0.9110968274707462,0.34045518271486275,0.0015359293787989335,0.7232574786668236,0.5834853748937182,-0.08584277961744893,0.8580112671077174,0.7963167696528014,0.48557017549608966,1.0609813598455629,0.6365888931206466,0.36324581017195157,0.914804889888129,0.3440320085801898,0.0013338137126491447,0.7349149861888741,0.586542418398013,-0.14003948103229447,0.8511524293190064,0.7966018424483048,0.4794833127226341,1.0585630495966898,0.6367512103601134,0.37659253708545376,0.9451290285112369,0.34410498756672314,0.002275322533770146,0.7153369048326848,0.586604626274566,-0.16394438583362264,0.8578271380799428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyk2,,,16,1.3,4.3,0.7589678736686962,0.5175701182622108,1.0020324602384987,0.5804953381723931,0.35095755013552943,0.820450492314196,0.6512586072599401,0.24491202447889038,0.8759317724903323,0.8070059524315419,0.5073461192728029,0.9343065215501282,0.7595188952887804,0.5143716798806172,1.0065764649165998,0.5817914031247464,0.3733173093560993,0.8406535586225505,0.6508401107895021,0.27832624502837805,0.8818479596471676,0.8067466211825756,0.5297210091241348,0.9389479641945222,0.7595188952887804,0.5080936795717708,1.0052856398905465,0.5817914031247464,0.35257831078284974,0.8266917069003445,0.6508401107895021,0.26428824598455536,0.8664770983334814,0.8067466211825756,0.5125917615878985,0.9357174280778271,0.7463525441875423,0.4917403515033923,1.0103829781095435,0.5655012479806206,0.34334164807627976,0.8226032765070481,0.6630310379437458,0.3055411206512461,0.8829974871657377,0.8142671784762945,0.5671248082668211,0.9394058433161742,0.9723155685649523,0.76780229560892,1.1603177270103864,0.8731052989702044,0.6635297046544614,1.0840781474398342,0.47253999451139633,0.09666598991007663,0.739894376375311,0.6874154453541149,0.2535560355353016,0.8631446924501087,1.1338801943813703,0.9106741938242325,1.3404626961998665,0.9989494893407647,0.7482121440158662,1.2646600949313067,0.42280285379126936,0.05775813684589693,0.6914149837233503,0.6502329227217498,0.23552091891540655,0.8390551237945811,0.4996067801228287,0.2861651363815841,0.6907841796661441,0.3497803893522553,0.18505079882127382,0.5319723274036594,0.852959466138182,0.6396115396690549,0.9687177919844197,0.9235580469781972,0.8017390284833789,0.9857538002621231,0.4996067801228287,0.2755227233125923,0.6883415640406843,0.3497803893522553,0.19498054404668097,0.5320147690992229,0.852959466138182,0.6633273501367725,0.9686418036828185,0.9235580469781972,0.7966610818517053,0.9845868637778323,0.7589678736686962,0.4967675650846864,0.9788431405587652,0.5804953381723931,0.3476811972786681,0.8415210373026171,0.6512586072599401,0.2775604188089269,0.8726274761513798,0.8070059524315419,0.5338518216296487,0.9372628189019463,0.7595188952887804,0.49529838235815465,0.9962862309602204,0.5817914031247464,0.3607178174188124,0.8335663400478197,0.6508401107895021,0.30867769194992195,0.8679219267094348,0.8067466211825756,0.5096306350032647,0.9368745885156889,0.7595188952887804,0.5043508143215889,0.9907139481751454,0.5817914031247464,0.3704864590402688,0.8317505218237147,0.6508401107895021,0.28080991618227086,0.8742091655135745,0.8067466211825756,0.5296201330398759,0.9299560087873491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros1,,['Activity Cliffs'],28,1.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eg5,,,28,0.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8644282345855256,0.5832492843413748,1.129242186505645,0.6424114375811849,0.4419557257714285,0.8774798537855998,0.49124421946851676,0.25691095815579656,0.7028750805970351,0.7008881647370832,0.5399670808620518,0.8446086233930753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8644282345855256,0.5983610405073841,1.1591152692148121,0.6424114375811849,0.45337104216678464,0.8664572112550178,0.49124421946851676,0.2702174164961506,0.7088562926755019,0.7008881647370832,0.5187555836977809,0.8463280213660294
cdk8,,,33,1.3,5.7,1.628936875275386,1.1655645859304098,2.0419853007834345,1.1993828439020255,0.8469991074166632,1.5699928497827675,0.18509081924403878,0.022504080622570536,0.4555524959963643,0.4302218256249196,0.15537586086695296,0.6850980532266161,1.2752559864919777,1.0428951796398314,1.5004161975098378,1.065773866564791,0.8197690283875724,1.316343694162646,0.4843790229311237,0.3680127661881277,0.6850634262024069,0.69597343550679,0.6108245893738001,0.8268165436711357,,,,,,,,,,,,,1.1766738175182907,0.9257750818216689,1.3924086749518523,0.9754104266101808,0.7475782217776815,1.2167169196070777,0.528804401823415,0.3624342347487566,0.7090039095877199,0.7271893851146441,0.6056886277859536,0.847581359475294,0.832596006838456,0.658290104735274,0.9936556622047429,0.6656606100672234,0.4905123199141388,0.8397258234944445,0.7376762397471368,0.6401879677110069,0.8526492362819592,0.8588808064843088,0.7960678796926584,0.9203335601651395,1.445801949758509,1.128503628922099,1.7718353090606018,1.1899850929862588,0.931966297330764,1.4784786519743527,0.382771676874902,0.11498909179801951,0.6317825305527058,0.6186854425917114,0.329692411699903,0.8092889673161824,,,,,,,,,,,,,1.3774924140671931,0.9992333783456863,1.7339279125467977,1.1080572514760725,0.8406754743574523,1.4071383578347605,0.403426119800256,0.16173088959696547,0.7483186729142942,0.6351583423054882,0.40736978834058224,0.8634539344724492,1.1575553467576742,0.9472381205312197,1.3467507750713221,0.9458429771558935,0.7118325976537615,1.1775855758608227,0.6287729213662759,0.5251185853661821,0.7901271874453445,0.7929520296753614,0.7239903897697857,0.8820659452137894,1.2676204026546425,0.9921589089575628,1.518019369152167,1.0046000658708503,0.7414955884211265,1.2787609214326292,0.5327252840205147,0.3776182144222557,0.7202526884894531,0.7298803217106997,0.6204829080523375,0.862191468752021,1.19286018280684,0.932557119231512,1.4323483330815265,0.9905003655544925,0.7454019839891631,1.2341704187604974,0.5219509618034861,0.3474418798391679,0.7110004109477354,0.7224617372591337,0.586392512719097,0.8361563697408515,1.0374348222172585,0.8343798528564657,1.2301925918554573,0.8406524306197538,0.6240611699461266,1.0619907389428758,0.6803013421216058,0.5553031879741093,0.8006145277407484,0.824803820384948,0.7503283406968624,0.8982853231082769,1.2700760289816713,0.9955002227141467,1.5253575216907322,1.007770066441507,0.7592880286108563,1.2612777114231417,0.5319321746356936,0.3841550367073521,0.7269092790191678,0.7293368046627658,0.6276546505336632,0.8627086348692014,1.19286018280684,0.947136854154479,1.4016783720653316,0.9905003655544925,0.747447423501231,1.2189929275488278,0.5219509618034861,0.35052879523869757,0.7052023856855294,0.7224617372591337,0.5875132570789846,0.8357995831593356,1.3774924140671931,0.9880136670772836,1.7597288039138672,1.1080572514760725,0.8283310283544101,1.399333514761115,0.403426119800256,0.17383874680328767,0.7491202496720764,0.6351583423054882,0.4007978756971222,0.8649532730197318
hif2a,,,42,1.1,4.6,1.962814448462904,1.5726337893974387,2.4008375904946146,1.5505359422084914,1.2037898118559986,1.9322231878828682,0.2692897314936964,0.11101906141282766,0.452518349508023,0.5189313360105521,0.33534090578355075,0.678876641884306,1.9402763239939775,1.5486762084025472,2.322440031837847,1.5402889671957565,1.189046635919946,1.9076252578376698,0.2697910713278445,0.10658865231035064,0.46414203157386263,0.5194141616550751,0.3254621861823772,0.675690878832068,,,,,,,,,,,,,1.3515162743315288,1.0252353219358252,1.6569040911159227,1.0383266928036115,0.7608157226098148,1.3126715987663589,0.3419252869889754,0.11981088101787837,0.5507086575555662,0.5847437789228506,0.3561066425730537,0.7531392636939996,1.5297741795492457,1.1872294684617122,1.905301140420789,1.17804916094281,0.9036047045371288,1.5075787760209285,0.1858081432559382,0.020528964939263164,0.4616823506940933,0.4310546870826696,0.11825946554768688,0.679796124854395,2.57074020192413,1.9925797866049635,3.1027335451192797,1.9885422310368526,1.5194027322878767,2.5267388227287078,0.24437578633876023,0.06250125736771323,0.45398653855862586,0.4943437936686981,0.23207398476609575,0.6747888171253298,,,,,,,,,,,,,1.0952706401140908,0.7580066673569004,1.4853355035272469,0.8307899186638834,0.6256321137317669,1.0804896078164608,0.4028604624800955,0.1016376810466007,0.7024117384825348,0.634712897679018,0.2767573717940869,0.835510631075776,1.6513377811633032,1.2862100014105335,1.976639871951227,1.238037105515305,0.9223771811570749,1.586502201950511,0.18972442574636728,0.024355321834398674,0.4567223588427232,0.43557367430363275,0.1412135781372514,0.6782554052117542,1.7251276089245935,1.2943920175407262,2.09222410859961,1.2769786694616234,0.9274715024671804,1.6344833393861267,0.1882639615509702,0.012867806453028626,0.429785926208272,0.43389395196403696,0.12947093510503624,0.6674828128859319,1.545321519495408,1.1982029489128676,1.8729388834334406,1.1694050606439996,0.8584487276407851,1.5118043505553054,0.23209585323345966,0.039029801303370644,0.49149088662647994,0.48176327509832,0.22172236234039744,0.7052628643303485,1.6513377811633032,1.3153178570533999,2.008467472623714,1.238037105515305,0.9374780701263676,1.5681008336576951,0.18972442574636728,0.019998007317501728,0.4622027148640093,0.43557367430363275,0.1514207254745747,0.6722654598369545,1.7265979013655677,1.3241045899132535,2.1001966763208078,1.2742703466079344,0.9255948635412308,1.6413360040984408,0.1880200380330567,0.0234478912825871,0.45625906475402966,0.4336127742964415,0.14209919555115197,0.6741012562220596,1.545321519495408,1.2008005156669255,1.8647023048717424,1.1694050606439996,0.8879484302934566,1.5234863052089678,0.23209585323345966,0.03470055887604385,0.4874733115619168,0.48176327509832,0.20662846092772705,0.7026752008905516,1.0952706401140908,0.7542644590661317,1.4627559804315473,0.8307899186638834,0.638872539792975,1.0539612051595013,0.4028604624800955,0.08294444232644088,0.6996673010311256,0.634712897679018,0.2935123170519591,0.8353434227602345
pfkfb3,,,40,1.1,3.8,1.384259109681266,1.1409159291171294,1.6179868523369323,1.1438578450562136,0.9042669264118531,1.3790008008941246,0.18501026108982618,0.025754526469797832,0.4138549404526479,0.4301281914613668,0.17896293035863248,0.6398563590569195,1.3487726801446418,1.0936126405046975,1.5858247389799023,1.1265046986467224,0.8940887937877253,1.368143761876205,0.16260990444605164,0.013406805878178357,0.389002921268836,0.4032491840612349,0.1033973605605039,0.6238806049217874,,,,,,,,,,,,,,,,,,,,,,,,,1.046744548376983,0.8243696594759362,1.2552691637970446,0.8373982380734499,0.6466822053927845,1.0262801517184403,0.39771518439726083,0.16637422243422395,0.618395475378162,0.6306466398842229,0.4214355102030304,0.7895423251373986,1.4632200208439408,1.1749036646762587,1.7299943951520078,1.1974497589182351,0.9529803872242735,1.4521676624301059,0.3247536297743985,0.10647781868924024,0.5915040222995609,0.5698715906012498,0.3294934367387208,0.7737163167167793,,,,,,,,,,,,,1.2499573088572289,1.0461770367210639,1.434848651324408,1.097105959966626,0.9190126828356885,1.2702558091197627,0.6190673268999368,0.44693257950593923,0.756701804130697,0.7868083164913398,0.6891340932580003,0.8749851469011009,1.4349092755972843,1.170475161605986,1.6642965198955326,1.2159145888699867,0.979568889966497,1.4711062379198203,0.28639973761196535,0.10458144458881796,0.48651210848080767,0.5351632812627987,0.31432720995884994,0.702501463310524,1.5058282116198216,1.222737477317862,1.7516095101237503,1.2835446866526221,1.0550426711636345,1.5143188586203862,0.33988880993310155,0.15014779523795121,0.5279728523939646,0.5829998369923456,0.3613682655127377,0.7292809434779538,1.4214329827518828,1.1825828051223273,1.6386442426224341,1.2346423194691936,1.0080292272724907,1.48671149255379,0.35482111960279483,0.16588583313389924,0.5582918521702559,0.595668632381121,0.40742111854136476,0.7411174919461812,1.4349092755972843,1.1900444932623984,1.6726317455949868,1.2159145888699867,0.9833555751344241,1.4416260806934968,0.28639973761196535,0.09975101866470956,0.495985726091081,0.5351632812627987,0.3234530723189785,0.7092723450596901,1.5058282116198196,1.2465872165446321,1.7504464300297993,1.283544686652619,1.0547573037042646,1.543215754588596,0.3398888099331018,0.15269223358361614,0.5471891796639262,0.5829998369923458,0.3990383403368286,0.7323369895051035,1.4214329827518828,1.2180221680846313,1.63041563891267,1.2346423194691936,1.0171319688698288,1.4639913279405579,0.35482111960279483,0.15869236542883747,0.5549486372167817,0.595668632381121,0.3795891279166895,0.7558565409159258,1.2499573088572289,1.0533597978167843,1.4411459492884346,1.097105959966626,0.9272364156451461,1.2821323663701232,0.6190673268999368,0.4553985203219473,0.7652101908192955,0.7868083164913398,0.6795127756619196,0.8774127496137416
pde10,,,35,1.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
